Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
1419,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24,2000,37,37,"3,057",34,11,5,16,9,2,3,6,0,0.32,0.15,0.47,0.26,0.41
1420,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31,1992,28,22,"1,842",20.5,5,1,6,5,0,0,5,0,0.24,0.05,0.29,0.24,0.29
1421,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,2001,36,27,"2,372",26.4,5,0,5,5,0,0,5,0,0.19,0,0.19,0.19,0.19
1422,Mohammed Kudus,gh GHA,"MF,FW",West Ham United,eng Premier League,23,2000,32,31,"2,590",28.8,5,3,8,5,0,0,2,1,0.17,0.1,0.28,0.17,0.28
1423,Dejan Kulusevski,se SWE,"MF,FW",Tottenham Hotspur,eng Premier League,24,2000,32,27,"2,389",26.5,7,4,11,7,0,0,3,0,0.26,0.15,0.41,0.26,0.41
1424,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0,0,0,0,0
1425,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24,2000,35,34,"2,972",33,3,0,3,3,0,0,9,0,0.09,0,0.09,0.09,0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1426,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17,2007,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16
1428,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,2001,17,15,"1,178",13.1,5,3,8,4,1,1,1,0,0.38,0.23,0.61,0.31,0.53
1429,Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,fr Ligue 1,23,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,0.39,0.29,0.69,0.39,0.69
1430,Moritz-Broni Kwarteng,gh GHA,MF,Bochum,de Bundesliga,26,1998,7,0,172,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0
1431,Giorgos Kyriakopoulos,gr GRE,MF,Monza,it Serie A,28,1996,34,33,"2,845",31.6,2,4,6,2,0,0,5,0,0.06,0.13,0.19,0.06,0.19
1432,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,Rémy Labeau Lascary,gp GLP,"MF,FW",Lens,fr Ligue 1,21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,0.28,0.14,0.42,0.28,0.42
1434,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,1994,28,20,"1,829",20.3,11,4,15,7,4,4,1,0,0.54,0.2,0.74,0.34,0.54
1435,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24,1999,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,1991,30,24,"2,051",22.8,15,2,17,10,5,6,5,0,0.66,0.09,0.75,0.44,0.53
1437,Younes Lachaab,fr FRA,MF,Lille,fr Ligue 1,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24,2000,35,35,"3,116",34.6,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
1439,Alban Lafont,ci CIV,GK,Nantes,fr Ligue 1,25,1999,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0
1440,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20,2004,8,7,583,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15
1441,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27,1997,29,19,"1,699",18.9,2,2,4,2,0,0,8,0,0.11,0.11,0.21,0.11,0.21
1442,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31,1992,21,6,757,8.4,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12
1443,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32,1991,30,29,"2,686",29.8,3,2,5,0,3,3,5,0,0.1,0.07,0.17,0,0.07
1444,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36,1988,14,5,361,4,0,2,2,0,0,0,4,0,0,0.5,0.5,0,0.5
1445,Mathis Lambourde,fr FRA,FW,Hellas Verona,it Serie A,18,2006,7,0,89,1,1,0,1,1,0,0,1,0,1.01,0,1.01,1.01,1.01
1446,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,0.58,0.29,0.87,0.58,0.87
1447,Tariq Lamptey,gh GHA,"DF,MF",Brighton,eng Premier League,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42
1448,Will Lankshear,eng ENG,FW,Tottenham Hotspur,eng Premier League,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Gianluca Lapadula,pe PER,FW,Cagliari,it Serie A,34,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0
1450,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,1995,32,21,"1,764",19.6,7,2,9,6,1,1,4,0,0.36,0.1,0.46,0.31,0.41
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1451,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27,1997,34,34,"3,060",34,0,0,0,0,0,0,5,0,0,0,0,0,0
1452,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,de Bundesliga,20,2004,33,28,"2,393",26.6,3,1,4,3,0,0,2,0,0.11,0.04,0.15,0.11,0.15
1453,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,2001,28,14,"1,398",15.5,3,0,3,3,0,0,6,1,0.19,0,0.19,0.19,0.19
1454,Toni Lato,es ESP,DF,Mallorca,es La Liga,26,1997,14,7,621,6.9,0,0,0,0,0,0,1,1,0,0,0,0,0
1455,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11
1456,Valentino Lazaro,at AUT,MF,Torino,it Serie A,28,1996,33,26,"2,307",25.6,0,6,6,0,0,0,6,0,0,0.23,0.23,0,0.23
1457,Darko Lazović,rs SRB,MF,Hellas Verona,it Serie A,33,1990,27,17,"1,459",16.2,2,3,5,1,1,1,0,0,0.12,0.19,0.31,0.06,0.25
1458,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30,1993,25,16,"1,406",15.6,0,1,1,0,0,0,3,0,0,0.06,0.06,0,0.06
1459,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26,1997,16,15,"1,378",15.3,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07
1460,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0
1462,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27,1996,27,24,"2,151",23.9,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04
1463,Nicola Leali,it ITA,GK,Genoa,it Serie A,31,1993,29,29,"2,610",29,0,0,0,0,0,0,1,0,0,0,0,0,0
1464,Rafael Leão,pt POR,"MF,FW",Milan,it Serie A,25,1999,34,25,"2,323",25.8,8,8,16,8,0,0,5,0,0.31,0.31,0.62,0.31,0.62
1465,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33,1991,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31,1993,20,17,"1,526",17,2,2,4,2,0,0,7,0,0.12,0.12,0.24,0.12,0.24
1467,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30,1993,34,34,"3,060",34,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03
1468,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25,1999,30,29,"2,546",28.3,1,2,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11
1469,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26,1998,14,6,674,7.5,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13
1470,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33,1991,37,37,"3,325",36.9,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14
1471,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20,2004,7,3,367,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31,1993,16,8,773,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1473,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2003,27,20,"1,779",19.8,4,3,7,4,0,0,2,0,0.2,0.15,0.35,0.2,0.35
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1476,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30,1993,17,15,"1,364",15.2,1,3,4,1,0,0,4,0,0.07,0.2,0.26,0.07,0.26
1477,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29,1995,23,23,"1,972",21.9,2,1,3,2,0,0,9,0,0.09,0.05,0.14,0.09,0.14
1478,Bernd Leno,de GER,GK,Fulham,eng Premier League,32,1992,38,38,"3,420",38,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03
1479,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31,1992,32,32,"2,880",32,0,2,2,0,0,0,4,0,0,0.06,0.06,0,0.06
1480,Giovanni Leoni,it ITA,DF,Parma,it Serie A,17,2006,17,14,"1,199",13.3,1,0,1,1,0,0,3,1,0.08,0,0.08,0.08,0.08
1481,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24,2000,28,18,"1,629",18.1,9,0,9,9,0,0,2,0,0.5,0,0.5,0.5,0.5
1482,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,21,2002,29,23,"2,048",22.8,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13
1483,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29,1994,33,26,"2,274",25.3,0,1,1,0,0,0,9,0,0,0.04,0.04,0,0.04
1484,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33
1485,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35,1988,34,32,"2,667",29.6,27,2,29,24,3,4,1,0,0.91,0.07,0.98,0.81,0.88
1486,Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,23,2001,27,22,"1,663",18.5,2,2,4,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22
1487,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19,2004,28,21,"1,893",21,1,2,3,1,0,0,5,1,0.05,0.1,0.14,0.05,0.14
1488,Keane Lewis-Potter,eng ENG,"DF,MF",Brentford,eng Premier League,23,2001,38,36,"3,093",34.4,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12
1489,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17,2006,23,15,"1,369",15.2,1,0,1,1,0,0,3,2,0.07,0,0.07,0.07,0.07
1490,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1491,Mattia Liberali,it ITA,MF,Milan,it Serie A,17,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28,1996,32,31,"2,770",30.8,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03
1493,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24,1999,29,25,"2,123",23.6,2,0,2,2,0,0,3,0,0.08,0,0.08,0.08,0.08
1494,Pedro Lima,br BRA,MF,Wolves,eng Premier League,18,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0
1496,Jesper Lindstrøm,dk DEN,MF,Everton,eng Premier League,24,2000,25,15,"1,239",13.8,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07
1497,Karol Linetty,pl POL,MF,Torino,it Serie A,29,1995,28,18,"1,540",17.1,1,0,1,1,0,0,6,0,0.06,0,0.06,0.06,0.06
1498,Samuel Lino,br BRA,MF,Atlético Madrid,es La Liga,24,1999,31,21,"1,552",17.2,3,4,7,3,0,0,3,0,0.17,0.23,0.41,0.17,0.41
1499,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.13,0.26,0.4,0.13,0.4
1500,Dailon Livramento,cv CPV,"MF,FW",Hellas Verona,it Serie A,23,2001,29,8,940,10.4,1,1,2,1,0,0,2,1,0.1,0.1,0.19,0.1,0.19
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1501,Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,21,2002,37,32,"2,840",31.6,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03
1502,Marin Ljubicic,hr CRO,FW,Union Berlin,de Bundesliga,22,2002,13,1,281,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64
1503,Javier Llabrés,es ESP,MF,Mallorca,es La Liga,21,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Diego Llorente,es ESP,DF,Real Betis,es La Liga,30,1993,30,29,"2,519",28,2,0,2,2,0,0,4,0,0.07,0,0.07,0.07,0.07
1505,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29,1995,33,28,"2,513",27.9,2,4,6,2,0,0,0,1,0.07,0.14,0.21,0.07,0.21
1506,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29,1995,31,31,"2,768",30.8,2,1,3,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1
1507,Giovani Lo Celso,ar ARG,MF,Real Betis,es La Liga,28,1996,25,15,"1,457",16.2,8,3,11,6,2,3,4,0,0.49,0.19,0.68,0.37,0.56
1508,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29,1994,32,31,"2,636",29.3,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03
1509,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26,1998,36,34,"2,822",31.4,2,2,4,1,1,1,9,0,0.06,0.06,0.13,0.03,0.1
1510,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22,2002,2,1,97,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
1511,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28,1996,19,10,"1,037",11.5,0,0,0,0,0,0,3,0,0,0,0,0,0
1512,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23,2000,17,7,684,7.6,0,0,0,0,0,0,3,0,0,0,0,0,0
1514,Sean Longstaff,eng ENG,MF,Newcastle United,eng Premier League,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0,0,0,0,0
1515,Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,1997,31,28,"2,247",25,15,5,20,14,1,1,4,0,0.6,0.2,0.8,0.56,0.76
1516,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33,1990,18,18,"1,563",17.4,0,0,0,0,0,0,2,0,0,0,0,0,0
1517,David López,es ESP,DF,Mallorca,es La Liga,21,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,David López,es ESP,DF,Girona,es La Liga,34,1989,29,27,"2,429",27,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07
1519,Diego López,es ESP,MF,Valencia,es La Liga,22,2002,38,35,"2,737",30.4,8,5,13,8,0,0,3,0,0.26,0.16,0.43,0.26,0.43
1520,Fer López,es ESP,"FW,MF",Celta Vigo,es La Liga,20,2004,17,7,671,7.5,2,0,2,2,0,0,2,0,0.27,0,0.27,0.27,0.27
1521,Fermin López,es ESP,MF,Barcelona,es La Liga,21,2003,28,12,"1,252",13.9,6,5,11,6,0,0,4,1,0.43,0.36,0.79,0.43,0.79
1522,Javi López,es ESP,DF,Real Sociedad,es La Liga,22,2002,29,21,"1,936",21.5,0,0,0,0,0,0,4,0,0,0,0,0,0
1523,Pau López,es ESP,GK,Girona,es La Liga,29,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,Roberto López,es ESP,MF,Leganés,es La Liga,24,2000,13,3,396,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23
1525,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28,1995,32,23,"1,707",19,3,1,4,3,0,0,9,1,0.16,0.05,0.21,0.16,0.21
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1526,Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,22,2001,12,4,358,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25
1527,Iker Losada,es ESP,MF,Real Betis,es La Liga,22,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38,1986,21,13,"1,137",12.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1529,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,25,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21,2003,22,7,775,8.6,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12
1531,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26,1998,36,31,"2,308",25.6,2,3,5,2,0,0,5,0,0.08,0.12,0.19,0.08,0.19
1532,Pol Lozano,es ESP,MF,Espanyol,es La Liga,24,1999,30,27,"1,943",21.6,0,1,1,0,0,0,12,0,0,0.05,0.05,0,0.05
1533,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,2000,33,27,"2,353",26.1,12,1,13,11,1,1,10,0,0.46,0.04,0.5,0.42,0.46
1534,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26,1998,32,29,"2,614",29,0,1,1,0,0,0,8,1,0,0.03,0.03,0,0.03
1535,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29,1995,23,22,"1,803",20,0,1,1,0,0,0,7,0,0,0.05,0.05,0,0.05
1537,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34,1990,18,10,"1,081",12,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08
1538,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26,1998,19,3,529,5.9,0,0,0,0,0,0,2,0,0,0,0,0,0
1539,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,1993,36,35,"2,843",31.6,14,10,24,11,3,4,4,0,0.44,0.32,0.76,0.35,0.66
1540,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21,2002,23,18,"1,577",17.5,0,0,0,0,0,0,2,0,0,0,0,0,0
1541,Dodi Lukebakio,be BEL,"MF,FW",Sevilla,es La Liga,26,1997,38,36,"3,092",34.4,11,2,13,10,1,1,3,1,0.32,0.06,0.38,0.29,0.35
1542,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27,1996,30,28,"2,344",26,0,2,2,0,0,0,12,0,0,0.08,0.08,0,0.08
1543,Milos Lukovic,rs SRB,FW,Strasbourg,fr Ligue 1,18,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Daniel Luna,co COL,MF,Mallorca,es La Liga,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25,1999,7,7,630,7,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14
1547,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27,1996,36,36,"3,240",36,1,3,4,1,0,0,4,0,0.03,0.08,0.11,0.03,0.11
1549,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,2002,26,19,"1,606",17.8,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22
1550,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,30,1993,17,12,"1,048",11.6,0,4,4,0,0,0,3,0,0,0.34,0.34,0,0.34
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1551,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25,1999,32,32,"2,733",30.4,0,1,1,0,0,0,9,0,0,0.03,0.03,0,0.03
1552,Mathias Løvik,no NOR,MF,Parma,it Serie A,20,2003,6,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,Othmane Maamma,ma MAR,MF,Montpellier,fr Ligue 1,18,2005,12,2,361,4,1,1,2,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5
1554,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22,2002,29,10,"1,139",12.7,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24
1555,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25,1998,35,30,"2,599",28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35
1556,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30,1993,27,20,"1,805",20.1,1,4,5,1,0,0,7,2,0.05,0.2,0.25,0.05,0.25
1557,Lanroy Machine,fr FRA,MF,Angers,fr Ligue 1,18,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,1999,32,23,"1,953",21.7,11,2,13,9,2,2,2,0,0.51,0.09,0.6,0.41,0.51
1559,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,1993,18,7,639,7.1,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14
1560,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1998,12,10,790,8.8,0,0,0,0,0,0,4,0,0,0,0,0,0
1561,James Maddison,eng ENG,MF,Tottenham Hotspur,eng Premier League,27,1996,31,21,"1,809",20.1,9,7,16,9,0,0,6,0,0.45,0.35,0.8,0.45,0.8
1562,Eros Maddy,nl NED,"FW,MF",Auxerre,fr Ligue 1,23,2001,2,0,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0
1563,Noni Madueke,eng ENG,MF,Chelsea,eng Premier League,22,2002,32,27,"2,033",22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44
1564,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27,1997,30,28,"2,368",26.3,0,2,2,0,0,0,7,0,0,0.08,0.08,0,0.08
1565,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26,1997,28,28,"2,363",26.3,3,1,4,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15
1566,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20,2003,21,12,"1,025",11.4,0,1,1,0,0,0,5,1,0,0.09,0.09,0,0.09
1567,Edmond-Paris Maghoma,eng ENG,MF,Brentford,eng Premier League,23,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28,1995,17,11,"1,065",11.8,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08
1569,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26,1998,32,27,"2,323",25.8,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04
1570,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,24,1999,31,17,"1,516",16.8,5,1,6,5,0,0,5,1,0.3,0.06,0.36,0.3,0.36
1571,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31,1993,27,19,"1,758",19.5,1,0,1,1,0,0,7,0,0.05,0,0.05,0.05,0.05
1572,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,0,0,0,0,0
1574,Mike Maignan,fr FRA,GK,Milan,it Serie A,29,1995,37,37,"3,294",36.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1575,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29,1994,34,34,"3,060",34,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1576,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19,2005,25,19,"1,651",18.3,0,0,0,0,0,0,5,0,0,0,0,0,0
